thresold length_gain area_gain alpha budget solver time total_eca massifs_eca parcs_eca massifs_parcs_eca
3000.000 100.000 0.500 500.000 50.000 naive_eca_inc_log=0_parallel=1 182 6330.307 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 50.000 naive_eca_dec_log=0_parallel=1 185 6330.105 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 50.000 glutton_eca_inc_log=0_parallel=1 7440 6330.367 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 50.000 glutton_eca_dec_log=0_parallel=1 7314 6330.367 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 50.000 randomized_rounding_draws=10000_log=0_parallel=1 23286 6317.065 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 55.000 bogo_draws=0_log=0 0 6262.300 5553.874 441.924 145.835
3000.000 100.000 0.500 500.000 55.000 naive_eca_inc_log=0_parallel=1 184 6338.526 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 55.000 naive_eca_dec_log=0_parallel=1 179 6338.321 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 55.000 glutton_eca_inc_log=0_parallel=1 8007 6338.604 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 55.000 glutton_eca_dec_log=0_parallel=1 6754 6338.523 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 55.000 randomized_rounding_draws=10000_log=0_parallel=1 25618 6338.451 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 60.000 bogo_draws=0_log=0 0 6275.009 5553.874 441.924 145.838
3000.000 100.000 0.500 500.000 60.000 naive_eca_inc_log=0_parallel=1 195 6346.085 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 60.000 naive_eca_dec_log=0_parallel=1 182 6346.159 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 60.000 glutton_eca_inc_log=0_parallel=1 8450 6346.280 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 60.000 glutton_eca_dec_log=0_parallel=1 6196 6346.280 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 60.000 randomized_rounding_draws=10000_log=0_parallel=1 25444 6346.158 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 65.000 bogo_draws=0_log=0 0 6287.374 5553.874 441.924 145.838
3000.000 100.000 0.500 500.000 65.000 naive_eca_inc_log=0_parallel=1 183 6353.030 5553.888 441.924 145.837
3000.000 100.000 0.500 500.000 65.000 naive_eca_dec_log=0_parallel=1 192 6353.427 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 65.000 glutton_eca_inc_log=0_parallel=1 8904 6353.488 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 65.000 glutton_eca_dec_log=0_parallel=1 5596 6353.488 5553.888 441.924 145.833
3000.000 100.000 0.500 500.000 65.000 randomized_rounding_draws=10000_log=0_parallel=1 23411 6338.644 5553.888 441.924 145.837
3000.000 100.000 0.500 500.000 70.000 bogo_draws=0_log=0 0 6296.706 5553.874 441.924 145.838
3000.000 100.000 0.500 500.000 70.000 naive_eca_inc_log=0_parallel=1 194 6359.770 5553.888 441.924 145.837
3000.000 100.000 0.500 500.000 70.000 naive_eca_dec_log=0_parallel=1 181 6359.836 5553.888 441.924 145.837
3000.000 100.000 0.500 500.000 70.000 glutton_eca_inc_log=0_parallel=1 9309 6359.951 5553.888 441.924 145.837
3000.000 100.000 0.500 500.000 70.000 glutton_eca_dec_log=0_parallel=1 4896 6359.951 5553.888 441.924 145.837
3000.000 100.000 0.500 500.000 70.000 randomized_rounding_draws=10000_log=0_parallel=1 23084 6343.740 5553.888 441.925 145.838
3000.000 100.000 0.500 500.000 75.000 bogo_draws=0_log=0 0 6316.505 5553.874 441.924 145.840
3000.000 100.000 0.500 500.000 75.000 naive_eca_inc_log=0_parallel=1 183 6365.448 5553.888 441.924 145.838
3000.000 100.000 0.500 500.000 75.000 naive_eca_dec_log=0_parallel=1 191 6365.449 5553.888 441.924 145.837
3000.000 100.000 0.500 500.000 75.000 glutton_eca_inc_log=0_parallel=1 9598 6365.731 5553.888 441.924 145.838
3000.000 100.000 0.500 500.000 75.000 glutton_eca_dec_log=0_parallel=1 4204 6365.731 5553.888 441.924 145.838
3000.000 100.000 0.500 500.000 75.000 randomized_rounding_draws=10000_log=0_parallel=1 21775 6348.396 5553.888 441.925 145.839
3000.000 100.000 0.500 500.000 80.000 bogo_draws=0_log=0 0 6325.394 5553.874 441.924 145.840
3000.000 100.000 0.500 500.000 80.000 naive_eca_inc_log=0_parallel=1 190 6370.626 5553.888 441.925 145.838
3000.000 100.000 0.500 500.000 80.000 naive_eca_dec_log=0_parallel=1 189 6370.269 5553.888 441.924 145.838
3000.000 100.000 0.500 500.000 80.000 glutton_eca_inc_log=0_parallel=1 9908 6370.679 5553.889 441.925 145.838
3000.000 100.000 0.500 500.000 80.000 glutton_eca_dec_log=0_parallel=1 3417 6370.665 5553.888 441.925 145.838
3000.000 100.000 0.500 500.000 80.000 randomized_rounding_draws=10000_log=0_parallel=1 22408 6353.694 5553.888 441.925 145.839
3000.000 100.000 0.500 500.000 85.000 bogo_draws=0_log=0 0 6350.942 5553.874 441.924 145.840
3000.000 100.000 0.500 500.000 85.000 naive_eca_inc_log=0_parallel=1 194 6375.050 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 85.000 naive_eca_dec_log=0_parallel=1 190 6374.935 5553.888 441.925 145.838
3000.000 100.000 0.500 500.000 85.000 glutton_eca_inc_log=0_parallel=1 10136 6375.335 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 85.000 glutton_eca_dec_log=0_parallel=1 2635 6375.335 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 85.000 randomized_rounding_draws=10000_log=0_parallel=1 21963 6357.615 5553.888 441.925 145.839
3000.000 100.000 0.500 500.000 90.000 bogo_draws=0_log=0 0 6359.687 5553.874 441.925 145.840
3000.000 100.000 0.500 500.000 90.000 naive_eca_inc_log=0_parallel=1 191 6379.349 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 90.000 naive_eca_dec_log=0_parallel=1 180 6379.345 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 90.000 glutton_eca_inc_log=0_parallel=1 10364 6379.459 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 90.000 glutton_eca_dec_log=0_parallel=1 1796 6379.459 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 90.000 randomized_rounding_draws=10000_log=0_parallel=1 22427 6368.676 5553.888 441.925 145.840
3000.000 100.000 0.500 500.000 95.000 bogo_draws=0_log=0 0 6369.522 5553.890 441.925 145.840
3000.000 100.000 0.500 500.000 95.000 naive_eca_inc_log=0_parallel=1 182 6383.011 5553.889 441.925 145.840
3000.000 100.000 0.500 500.000 95.000 naive_eca_dec_log=0_parallel=1 184 6383.139 5553.889 441.925 145.839
3000.000 100.000 0.500 500.000 95.000 glutton_eca_inc_log=0_parallel=1 10575 6383.209 5553.889 441.925 145.840
3000.000 100.000 0.500 500.000 95.000 glutton_eca_dec_log=0_parallel=1 895 6383.209 5553.889 441.925 145.840
3000.000 100.000 0.500 500.000 95.000 randomized_rounding_draws=10000_log=0_parallel=1 21843 6375.328 5553.889 441.925 145.840
3000.000 100.000 0.500 500.000 100.000 bogo_draws=0_log=0 0 6386.401 5553.890 441.925 145.840
3000.000 100.000 0.500 500.000 100.000 naive_eca_inc_log=0_parallel=1 182 6386.401 5553.890 441.925 145.840
3000.000 100.000 0.500 500.000 100.000 naive_eca_dec_log=0_parallel=1 189 6386.401 5553.890 441.925 145.840
3000.000 100.000 0.500 500.000 100.000 glutton_eca_inc_log=0_parallel=1 10658 6386.401 5553.890 441.925 145.840
3000.000 100.000 0.500 500.000 100.000 glutton_eca_dec_log=0_parallel=1 14 6386.401 5553.890 441.925 145.840
3000.000 100.000 0.500 500.000 100.000 randomized_rounding_draws=10000_log=0_parallel=1 21066 6386.401 5553.890 441.925 145.840
3000.000 200.000 0.000 500.000 5.000 bogo_draws=0_log=0 0 6141.615 5553.875 441.924 145.816
3000.000 200.000 0.000 500.000 5.000 naive_eca_inc_log=0_parallel=1 179 6141.794 5553.907 442.026 145.861
3000.000 200.000 0.000 500.000 5.000 naive_eca_dec_log=0_parallel=1 179 6141.794 5553.907 442.026 145.861
3000.000 200.000 0.000 500.000 5.000 glutton_eca_inc_log=0_parallel=1 1088 6141.794 5553.907 442.026 145.861
3000.000 200.000 0.000 500.000 5.000 glutton_eca_dec_log=0_parallel=1 10483 6141.794 5553.907 442.026 145.861
3000.000 200.000 0.000 500.000 5.000 randomized_rounding_draws=10000_log=0_parallel=1 17486 6141.794 5553.907 442.026 145.861
3000.000 200.000 0.000 500.000 10.000 bogo_draws=0_log=0 0 6141.617 5553.875 441.924 145.818
3000.000 200.000 0.000 500.000 10.000 naive_eca_inc_log=0_parallel=1 181 6141.821 5553.910 442.026 145.886
3000.000 200.000 0.000 500.000 10.000 naive_eca_dec_log=0_parallel=1 189 6141.821 5553.910 442.026 145.886
3000.000 200.000 0.000 500.000 10.000 glutton_eca_inc_log=0_parallel=1 1977 6141.821 5553.910 442.026 145.886
3000.000 200.000 0.000 500.000 10.000 glutton_eca_dec_log=0_parallel=1 10238 6141.821 5553.910 442.026 145.886
3000.000 200.000 0.000 500.000 10.000 randomized_rounding_draws=10000_log=0_parallel=1 17442 6141.821 5553.910 442.026 145.886
3000.000 200.000 0.000 500.000 15.000 bogo_draws=0_log=0 0 6141.619 5553.876 441.925 145.818
3000.000 200.000 0.000 500.000 15.000 naive_eca_inc_log=0_parallel=1 185 6141.830 5553.910 442.030 145.891
3000.000 200.000 0.000 500.000 15.000 naive_eca_dec_log=0_parallel=1 190 6141.830 5553.910 442.030 145.890
3000.000 200.000 0.000 500.000 15.000 glutton_eca_inc_log=0_parallel=1 2775 6141.830 5553.910 442.030 145.891
3000.000 200.000 0.000 500.000 15.000 glutton_eca_dec_log=0_parallel=1 9992 6141.830 5553.910 442.030 145.891
3000.000 200.000 0.000 500.000 15.000 randomized_rounding_draws=10000_log=0_parallel=1 17474 6141.830 5553.910 442.030 145.891
3000.000 200.000 0.000 500.000 20.000 bogo_draws=0_log=0 0 6141.619 5553.876 441.925 145.818
3000.000 200.000 0.000 500.000 20.000 naive_eca_inc_log=0_parallel=1 180 6141.833 5553.910 442.030 145.893
3000.000 200.000 0.000 500.000 20.000 naive_eca_dec_log=0_parallel=1 189 6141.833 5553.910 442.030 145.893
3000.000 200.000 0.000 500.000 20.000 glutton_eca_inc_log=0_parallel=1 3592 6141.833 5553.910 442.030 145.893
3000.000 200.000 0.000 500.000 20.000 glutton_eca_dec_log=0_parallel=1 9768 6141.833 5553.910 442.030 145.893
3000.000 200.000 0.000 500.000 20.000 randomized_rounding_draws=10000_log=0_parallel=1 17530 6141.833 5553.910 442.030 145.893
3000.000 200.000 0.000 500.000 25.000 bogo_draws=0_log=0 0 6141.621 5553.876 441.925 145.820
3000.000 200.000 0.000 500.000 25.000 naive_eca_inc_log=0_parallel=1 180 6141.834 5553.911 442.030 145.893
3000.000 200.000 0.000 500.000 25.000 naive_eca_dec_log=0_parallel=1 180 6141.834 5553.911 442.030 145.893
3000.000 200.000 0.000 500.000 25.000 glutton_eca_inc_log=0_parallel=1 4339 6141.834 5553.911 442.030 145.893
3000.000 200.000 0.000 500.000 25.000 glutton_eca_dec_log=0_parallel=1 9481 6141.834 5553.911 442.030 145.893
3000.000 200.000 0.000 500.000 25.000 randomized_rounding_draws=10000_log=0_parallel=1 17397 6141.834 5553.911 442.030 145.893
3000.000 200.000 0.000 500.000 30.000 bogo_draws=0_log=0 0 6141.655 5553.876 441.938 145.841
3000.000 200.000 0.000 500.000 30.000 naive_eca_inc_log=0_parallel=1 180 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 30.000 naive_eca_dec_log=0_parallel=1 188 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 30.000 glutton_eca_inc_log=0_parallel=1 5035 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 30.000 glutton_eca_dec_log=0_parallel=1 9171 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 30.000 randomized_rounding_draws=10000_log=0_parallel=1 17518 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 35.000 bogo_draws=0_log=0 0 6141.655 5553.876 441.938 145.841
3000.000 200.000 0.000 500.000 35.000 naive_eca_inc_log=0_parallel=1 186 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 35.000 naive_eca_dec_log=0_parallel=1 181 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 35.000 glutton_eca_inc_log=0_parallel=1 5685 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 35.000 glutton_eca_dec_log=0_parallel=1 8784 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 35.000 randomized_rounding_draws=10000_log=0_parallel=1 17449 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 40.000 bogo_draws=0_log=0 0 6141.743 5553.876 442.018 145.849
3000.000 200.000 0.000 500.000 40.000 naive_eca_inc_log=0_parallel=1 178 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 40.000 naive_eca_dec_log=0_parallel=1 190 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 40.000 glutton_eca_inc_log=0_parallel=1 6305 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 40.000 glutton_eca_dec_log=0_parallel=1 8354 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 40.000 randomized_rounding_draws=10000_log=0_parallel=1 17538 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 45.000 bogo_draws=0_log=0 0 6141.751 5553.876 442.018 145.857
3000.000 200.000 0.000 500.000 45.000 naive_eca_inc_log=0_parallel=1 184 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 45.000 naive_eca_dec_log=0_parallel=1 186 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 45.000 glutton_eca_inc_log=0_parallel=1 6829 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 45.000 glutton_eca_dec_log=0_parallel=1 7836 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 45.000 randomized_rounding_draws=10000_log=0_parallel=1 17410 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 50.000 bogo_draws=0_log=0 0 6141.759 5553.876 442.018 145.864
3000.000 200.000 0.000 500.000 50.000 naive_eca_inc_log=0_parallel=1 185 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 50.000 naive_eca_dec_log=0_parallel=1 202 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 50.000 glutton_eca_inc_log=0_parallel=1 7400 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 50.000 glutton_eca_dec_log=0_parallel=1 7272 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 50.000 randomized_rounding_draws=10000_log=0_parallel=1 17543 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 55.000 bogo_draws=0_log=0 0 6141.777 5553.876 442.018 145.883
3000.000 200.000 0.000 500.000 55.000 naive_eca_inc_log=0_parallel=1 182 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 55.000 naive_eca_dec_log=0_parallel=1 181 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 55.000 glutton_eca_inc_log=0_parallel=1 7972 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 55.000 glutton_eca_dec_log=0_parallel=1 6761 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 55.000 randomized_rounding_draws=10000_log=0_parallel=1 17943 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 60.000 bogo_draws=0_log=0 0 6141.785 5553.876 442.021 145.888
3000.000 200.000 0.000 500.000 60.000 naive_eca_inc_log=0_parallel=1 190 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 60.000 naive_eca_dec_log=0_parallel=1 182 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 60.000 glutton_eca_inc_log=0_parallel=1 8378 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 60.000 glutton_eca_dec_log=0_parallel=1 6166 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 60.000 randomized_rounding_draws=10000_log=0_parallel=1 17485 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 65.000 bogo_draws=0_log=0 0 6141.785 5553.876 442.021 145.888
3000.000 200.000 0.000 500.000 65.000 naive_eca_inc_log=0_parallel=1 180 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 65.000 naive_eca_dec_log=0_parallel=1 186 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 65.000 glutton_eca_inc_log=0_parallel=1 8904 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 65.000 glutton_eca_dec_log=0_parallel=1 5559 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 65.000 randomized_rounding_draws=10000_log=0_parallel=1 17516 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 70.000 bogo_draws=0_log=0 0 6141.785 5553.876 442.021 145.888
3000.000 200.000 0.000 500.000 70.000 naive_eca_inc_log=0_parallel=1 186 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 70.000 naive_eca_dec_log=0_parallel=1 180 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 70.000 glutton_eca_inc_log=0_parallel=1 9223 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 70.000 glutton_eca_dec_log=0_parallel=1 4927 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 70.000 randomized_rounding_draws=10000_log=0_parallel=1 17663 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 75.000 bogo_draws=0_log=0 0 6141.789 5553.876 442.021 145.892
3000.000 200.000 0.000 500.000 75.000 naive_eca_inc_log=0_parallel=1 178 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 75.000 naive_eca_dec_log=0_parallel=1 181 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 75.000 glutton_eca_inc_log=0_parallel=1 9573 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 75.000 glutton_eca_dec_log=0_parallel=1 4189 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 75.000 randomized_rounding_draws=10000_log=0_parallel=1 17430 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 80.000 bogo_draws=0_log=0 0 6141.790 5553.876 442.021 145.893
3000.000 200.000 0.000 500.000 80.000 naive_eca_inc_log=0_parallel=1 186 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 80.000 naive_eca_dec_log=0_parallel=1 190 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 80.000 glutton_eca_inc_log=0_parallel=1 9811 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 80.000 glutton_eca_dec_log=0_parallel=1 3425 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 80.000 randomized_rounding_draws=10000_log=0_parallel=1 17531 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 85.000 bogo_draws=0_log=0 0 6141.790 5553.876 442.021 145.893
3000.000 200.000 0.000 500.000 85.000 naive_eca_inc_log=0_parallel=1 187 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 85.000 naive_eca_dec_log=0_parallel=1 184 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 85.000 glutton_eca_inc_log=0_parallel=1 10090 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 85.000 glutton_eca_dec_log=0_parallel=1 2620 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 85.000 randomized_rounding_draws=10000_log=0_parallel=1 17815 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 90.000 bogo_draws=0_log=0 0 6141.799 5553.876 442.030 145.893
3000.000 200.000 0.000 500.000 90.000 naive_eca_inc_log=0_parallel=1 180 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 90.000 naive_eca_dec_log=0_parallel=1 179 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 90.000 glutton_eca_inc_log=0_parallel=1 10356 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 90.000 glutton_eca_dec_log=0_parallel=1 1801 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 90.000 randomized_rounding_draws=10000_log=0_parallel=1 17626 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 95.000 bogo_draws=0_log=0 0 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 95.000 naive_eca_inc_log=0_parallel=1 181 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 95.000 naive_eca_dec_log=0_parallel=1 180 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 95.000 glutton_eca_inc_log=0_parallel=1 10572 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 95.000 glutton_eca_dec_log=0_parallel=1 891 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 95.000 randomized_rounding_draws=10000_log=0_parallel=1 17687 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 100.000 bogo_draws=0_log=0 0 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 100.000 naive_eca_inc_log=0_parallel=1 180 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 100.000 naive_eca_dec_log=0_parallel=1 180 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 100.000 glutton_eca_inc_log=0_parallel=1 10649 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 100.000 glutton_eca_dec_log=0_parallel=1 14 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.000 500.000 100.000 randomized_rounding_draws=10000_log=0_parallel=1 17398 6141.834 5553.911 442.030 145.894
3000.000 200.000 0.500 500.000 5.000 bogo_draws=0_log=0 0 6155.641 5553.875 441.924 145.816
3000.000 200.000 0.500 500.000 5.000 naive_eca_inc_log=0_parallel=1 179 6188.288 5553.873 441.924 145.816
3000.000 200.000 0.500 500.000 5.000 naive_eca_dec_log=0_parallel=1 183 6189.306 5553.873 441.924 145.816
3000.000 200.000 0.500 500.000 5.000 glutton_eca_inc_log=0_parallel=1 1089 6189.306 5553.873 441.924 145.816
3000.000 200.000 0.500 500.000 5.000 glutton_eca_dec_log=0_parallel=1 10552 6189.306 5553.873 441.924 145.816
3000.000 200.000 0.500 500.000 5.000 randomized_rounding_draws=10000_log=0_parallel=1 18137 6189.306 5553.873 441.924 145.816
3000.000 200.000 0.500 500.000 10.000 bogo_draws=0_log=0 0 6163.507 5553.875 441.924 145.818
3000.000 200.000 0.500 500.000 10.000 naive_eca_inc_log=0_parallel=1 184 6225.973 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 10.000 naive_eca_dec_log=0_parallel=1 184 6225.973 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 10.000 glutton_eca_inc_log=0_parallel=1 1959 6225.973 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 10.000 glutton_eca_dec_log=0_parallel=1 10252 6225.973 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 10.000 randomized_rounding_draws=10000_log=0_parallel=1 18324 6225.973 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 15.000 bogo_draws=0_log=0 0 6175.638 5553.876 441.925 145.818
3000.000 200.000 0.500 500.000 15.000 naive_eca_inc_log=0_parallel=1 180 6252.885 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 15.000 naive_eca_dec_log=0_parallel=1 181 6252.305 5553.873 442.004 145.846
3000.000 200.000 0.500 500.000 15.000 glutton_eca_inc_log=0_parallel=1 2763 6252.885 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 15.000 glutton_eca_dec_log=0_parallel=1 10020 6252.885 5553.873 441.924 145.840
3000.000 200.000 0.500 500.000 15.000 randomized_rounding_draws=10000_log=0_parallel=1 19090 6252.065 5553.873 442.004 145.846
3000.000 200.000 0.500 500.000 20.000 bogo_draws=0_log=0 0 6198.847 5553.876 441.925 145.818
3000.000 200.000 0.500 500.000 20.000 naive_eca_inc_log=0_parallel=1 181 6273.443 5553.873 442.017 145.867
3000.000 200.000 0.500 500.000 20.000 naive_eca_dec_log=0_parallel=1 199 6273.542 5553.873 442.017 145.868
3000.000 200.000 0.500 500.000 20.000 glutton_eca_inc_log=0_parallel=1 3573 6273.542 5553.873 442.017 145.868
3000.000 200.000 0.500 500.000 20.000 glutton_eca_dec_log=0_parallel=1 9783 6273.542 5553.873 442.017 145.868
3000.000 200.000 0.500 500.000 20.000 randomized_rounding_draws=10000_log=0_parallel=1 19198 6273.542 5553.873 442.017 145.868
3000.000 200.000 0.500 500.000 25.000 bogo_draws=0_log=0 0 6210.569 5553.876 441.925 145.820
3000.000 200.000 0.500 500.000 25.000 naive_eca_inc_log=0_parallel=1 179 6291.066 5553.873 442.017 145.876
3000.000 200.000 0.500 500.000 25.000 naive_eca_dec_log=0_parallel=1 182 6291.066 5553.873 442.017 145.876
3000.000 200.000 0.500 500.000 25.000 glutton_eca_inc_log=0_parallel=1 4320 6291.066 5553.873 442.017 145.876
3000.000 200.000 0.500 500.000 25.000 glutton_eca_dec_log=0_parallel=1 9510 6291.066 5553.873 442.017 145.876
3000.000 200.000 0.500 500.000 25.000 randomized_rounding_draws=10000_log=0_parallel=1 19242 6291.066 5553.873 442.017 145.876
3000.000 200.000 0.500 500.000 30.000 bogo_draws=0_log=0 0 6220.503 5553.876 441.938 145.841
3000.000 200.000 0.500 500.000 30.000 naive_eca_inc_log=0_parallel=1 184 6305.814 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 30.000 naive_eca_dec_log=0_parallel=1 178 6305.491 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 30.000 glutton_eca_inc_log=0_parallel=1 5009 6305.814 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 30.000 glutton_eca_dec_log=0_parallel=1 9158 6305.814 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 30.000 randomized_rounding_draws=10000_log=0_parallel=1 20962 6305.814 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 35.000 bogo_draws=0_log=0 0 6232.187 5553.876 441.938 145.841
3000.000 200.000 0.500 500.000 35.000 naive_eca_inc_log=0_parallel=1 182 6318.152 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 35.000 naive_eca_dec_log=0_parallel=1 181 6318.904 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 35.000 glutton_eca_inc_log=0_parallel=1 5713 6318.850 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 35.000 glutton_eca_dec_log=0_parallel=1 8795 6318.904 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 35.000 randomized_rounding_draws=10000_log=0_parallel=1 19929 6318.904 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 40.000 bogo_draws=0_log=0 0 6241.971 5553.876 442.018 145.849
3000.000 200.000 0.500 500.000 40.000 naive_eca_inc_log=0_parallel=1 180 6330.578 5553.907 442.017 145.876
3000.000 200.000 0.500 500.000 40.000 naive_eca_dec_log=0_parallel=1 188 6330.027 5553.907 442.017 145.876
